23.00000000,5.20778845,0.23789485,9.12000000,79.93663194,0.33574021,2
23.00000000,35.54681231,0.07679699,8.16000000,118.43241004,0.32974274,1
23.00000000,3.60349864,0.26757718,8.16000000,102.69172191,0.32485006,2
23.00000000,5.08071153,0.23274510,7.44000000,102.98023201,0.26826862,2
23.00000000,4.11957715,0.23087544,6.72000000,80.69231376,0.33637153,2
23.00000000,32.65453205,0.04409620,9.60000000,169.24159564,0.05725221,1
23.00000000,16.83417006,0.07479840,9.12000000,173.55555556,0.08921244,2
23.00000000,19.76527293,0.12225000,9.84000000,115.11896307,0.23473011,2
23.00000000,5.69038955,0.21547945,9.36000000,130.93173927,0.25702336,2
23.00000000,7.13616536,0.18334960,8.16000000,119.93564552,0.20008681,2
23.00000000,4.47160910,0.22072494,8.16000000,105.57421875,0.26045612,2
23.00000000,8.01361217,0.17291659,7.68000000,112.49810606,0.22206439,2
23.00000000,4.81340172,0.18853169,7.68000000,116.66875789,0.21034564,1
23.00000000,7.75051163,0.01796071,8.60860861,40.08589804,0.06443340,2
23.00000000,3.46774061,0.02152125,6.00600601,40.54245581,0.02856692,2
23.00000000,3.33501655,0.02324664,6.00600601,42.24029356,0.05602904,2
23.00000000,9.49176668,0.08430377,6.60660661,81.38218119,0.39441288,1
23.00000000,44.53375228,0.00026645,6.00600601,73.44452336,0.00067077,0
23.00000000,7.75051163,0.01796071,8.60860861,40.08589804,0.06443340,1
23.00000000,3.46774061,0.02152125,6.00600601,40.54245581,0.02856692,1
23.00000000,3.33501655,0.02324664,6.00600601,42.24029356,0.05602904,2
23.00000000,9.20302240,0.20100506,8.16000000,123.20718908,0.42179609,0
23.00000000,5.62831497,0.14008695,6.72000000,85.93848643,0.43371212,0
23.00000000,4.55912204,0.16451130,6.48000000,77.06451231,0.18473801,1
23.00000000,4.11348561,0.11217469,6.24000000,40.74968434,0.13644255,1
23.00000000,7.16197311,0.03758170,9.60000000,55.81739268,0.19902146,2
23.00000000,18.42657495,0.01049951,9.00900901,47.83132102,0.01526989,2
23.00000000,4.71519011,0.11517938,9.36000000,64.11067708,0.14247948,2
23.00000000,37.44979456,0.07549600,6.96000000,81.00726010,0.31265783,2
23.00000000,7.75051163,0.01796071,8.60860861,40.08589804,0.06443340,2
23.00000000,3.46774061,0.02152125,6.00600601,40.54245581,0.02856692,2
23.00000000,3.33501655,0.02324664,6.00600601,42.24029356,0.05602904,2
23.00000000,2.27287193,0.00847405,9.40940941,25.29450758,0.01278409,2
23.00000000,3.56528093,0.00584872,6.80680681,26.90640783,0.00662879,2
23.00000000,0.78482296,0.01928185,6.60660661,25.64019097,0.03326231,2
25.00000000,4.91155547,0.09490636,9.60960961,75.43544823,0.09607797,2
25.00000000,3.29770783,0.15509079,6.60660661,155.46283144,0.21997317,2
25.00000000,12.90071168,0.10886870,9.20920921,96.01092961,0.50173611,2
25.00000000,39.04323124,0.06654985,7.60760761,98.50556345,0.07974274,2
25.00000000,59.25506307,0.06585549,7.00700701,95.95462437,0.48082386,2
25.00000000,25.47350528,0.01542623,8.64000000,72.33266256,0.02493687,1
25.00000000,5.06296721,0.03899316,7.20000000,81.39232165,0.05259628,2
25.00000000,15.53344653,0.01595503,6.72000000,72.29553346,0.02600221,1
25.00000000,11.95447325,0.01021899,6.26506024,60.93671086,0.01199495,2
25.00000000,23.79949885,0.02657291,7.50750751,118.53310448,0.26736111,2
25.00000000,19.15007981,0.03713662,7.34067401,109.12330335,0.23784722,2
25.00000000,20.47745647,0.03754575,7.60760761,67.97873264,0.03839173,2
25.00000000,24.76729535,0.00149880,8.88000000,37.73619003,0.00359059,2
25.00000000,27.90117310,0.00012561,7.20000000,110.20340120,0.00023674,2
25.00000000,9.04698132,0.04662805,6.00600601,99.80934343,0.10302241,2
10.00000000,1.16210374,0.26424876,9.17583333,40.03740530,0.33463542,2
10.00000000,1.04601071,0.13671829,9.00900000,126.15190972,0.14934501,2
10.00000000,0.50842953,0.23369997,8.67533333,38.34789299,0.25718119,2
10.00000000,0.92514365,0.26054420,8.67533333,32.36718750,0.49348958,2
10.00000000,0.72846444,0.23246412,8.00800000,37.49877683,0.48386206,2
10.00000000,2.54305793,0.05404519,7.17383333,52.74964489,0.11193971,2
10.00000000,85.27330563,0.00055382,6.24000000,104.65514520,0.00063131,1
10.00000000,2.99344517,0.11339852,9.50950951,50.86635890,0.28160511,2
10.00000000,2.72290155,0.10454554,8.67534201,33.33913352,0.18264678,2
10.00000000,2.20017125,0.08470339,8.17484151,17.06478851,0.21863163,2
10.00000000,3.39213748,0.04530218,7.34067401,21.69262942,0.65980114,2
10.00000000,2.27581791,0.13211461,6.67334001,36.84114583,0.48129735,2
10.00000000,85.27330563,0.00055382,6.24000000,104.65514520,0.00063131,2
10.00000000,7.10238999,0.15027665,8.17483333,72.16351010,0.37515783,2
10.00000000,4.07747414,0.21160884,7.17383333,73.33029514,0.30701547,2
10.00000000,5.48251724,0.17665906,6.84016667,80.37140941,0.32122001,2
10.00000000,3.26545016,0.19054282,6.17283333,81.13470644,0.21437027,1
10.00000000,2.80772158,0.21861990,8.40000000,117.89247948,0.33183396,1
10.00000000,2.80772158,0.21861990,8.40000000,117.89247948,0.33183396,1
10.00000000,1.63271873,0.15297192,9.84000000,38.10712595,0.26511206,1
10.00000000,4.02687908,0.10530871,9.12000000,58.36071654,0.13356218,2
10.00000000,7.22603543,0.07949479,8.64000000,79.11482008,0.19081439,1
10.00000000,2.15059744,0.16418125,8.64000000,58.99562027,0.20789931,1
